OrderID,OrderDate,CustomerID,CustomerName,Email,Country,ProductCategory,ProductName,Quantity,Price,PaymentMethod,ShippingAddress,OrderStatus,TotalAmount
1000119,2022-12-19,5965,Lauren Bell,dhernandez@yahoo.com,UK,Books,Until,2,265.62,Credit Card,"PSC 3763, Box 8558, APO AP 25619",Completed,531.24
1000120,2024-10-03,9019,Adrian Cain,christopherhowell@hotmail.com,India,Books,People,2,333.92,Credit Card,"461 Black Cove, Gonzalezfurt, LA 10001",Cancelled,667.84
1000121,2021-08-04,1559,Christian Harris DDS,jamesholland@hotmail.com,Australia,Electronics,Because,4,76.8,Credit Card,"65774 Victoria Mountain Apt. 656, Harrisonfurt, TN 25760",Pending,307.2
1000122,2024-08-03,6539,Jonathan Morales,patricksmith@yahoo.com,India,Home,Push,4,466.77,Bank Transfer,"17588 Karen Club Apt. 620, Lake Barbara, AL 42054",Pending,1867.08
1000123,2021-12-09,7764,Joyce Barnett,wrightdebra@oconnor-stewart.com,UK,,,3,269.45,Credit Card,"5573 Chelsea Crossroad Suite 141, Hodgesmouth, MN 93054",Cancelled,808.3499999999999
1000124,2025-02-12,5057,Melissa Lam,aprilhiggins@yahoo.com,Australia,Electronics,Hotel,1,318.33,PayPal,"93553 Nicholas Ford, East Karenville, CA 47550",Completed,318.33
1000125,2021-06-06,2850,Amanda Jackson,pricerachel@hotmail.com,USA,Books,Choice,3,182.9,Bank Transfer,"Unit 4601 Box 1891, DPO AP 22477",Cancelled,548.7
1000126,2022-06-18,2932,Joseph Travis,jillguerrero@mills.com,Australia,Clothing,Figure,5,209.65,Credit Card,"6065 Rodriguez Divide Apt. 783, Port Tara, WY 07218",Cancelled,1048.25
1000127,2024-08-19,5720,Stephanie Hanna,robin37@yahoo.com,Canada,Home,Bag,5,488.41,Bank Transfer,"747 Lynn Shoal Apt. 285, North Lesliefort, CT 12824",Completed,2442.05
1000128,2025-05-04,5065,James Neal,debbie34@gmail.com,UK,Electronics,Window,3,56.18,Bank Transfer,"484 Gary Rapids Suite 809, Brianbury, FL 47667",Completed,168.54
1000129,2025-01-19,4561,Matthew Peters,carolyn18@kemp-hoffman.com,USA,Sports,Become,4,347.85,PayPal,"125 Barajas Trafficway, Robertport, LA 43550",Completed,1391.4
1000130,2021-11-19,4159,Emily Cannon,garciakara@wolf.com,Canada,Electronics,Year,3,7.02,PayPal,"221 Wang Plains Suite 929, Sheltonside, NE 03893",Pending,21.06
1000131,2022-10-20,1571,Todd Robbins,mitchellkelly@turner.com,Canada,Books,Son,2,17.76,PayPal,"7174 Dawson Key Suite 104, Rogersfurt, WA 46258",Completed,35.52
1000132,2022-03-22,4179,Dylan Price,qmccullough@brown-mcbride.org,USA,Books,Experience,5,92.86,Bank Transfer,"08894 Megan Union Suite 949, Lake Christopher, AK 67110",Cancelled,464.3
1000133,2024-12-03,4302,Regina Wallace,jasontapia@gmail.com,UK,Home,Commercial,5,381.69,PayPal,"67250 Luis Shoal Suite 226, North Gail, KS 05837",Completed,1908.45
1000134,2022-03-20,6216,Becky Peterson,youngbrandon@roberts.com,India,Books,Employee,5,282.5,PayPal,"Unit 1284 Box 2498, DPO AP 01296",Pending,1412.5
1000135,2023-11-18,3447,Victoria Ball,briana56@mckenzie.com,Canada,Clothing,Story,4,372.76,Bank Transfer,"410 Graves Harbors Apt. 021, South Lisaland, AL 25919",Completed,1491.04
1000136,2024-12-22,5453,Jeremy Smith,jacob98@yahoo.com,India,Clothing,Actually,2,72.99,Bank Transfer,"31197 West Squares, Freemanfurt, WY 05492",Completed,145.98
1000137,2024-01-05,7076,Leslie Dunn,jeremy93@yahoo.com,USA,Clothing,Born,1,208.14,PayPal,"383 Shannon Drive, Deborahmouth, MS 73604",Pending,208.14
1000138,2024-11-29,5772,Francisco Caldwell,mstone@brown.com,Australia,Books,Civil,5,341.15,Credit Card,"0229 Taylor Course Apt. 484, Anneberg, SC 91743",Cancelled,1705.75
1000139,2024-01-04,4369,Emily Price,joshua21@hotmail.com,Australia,Electronics,He,1,9.77,PayPal,"32556 Jasmine Road, North Tiffany, AR 52237",Cancelled,9.77
1000140,2024-10-10,4972,Scott Gutierrez,duartejames@gmail.com,USA,Home,Question,5,285.0,PayPal,"28002 Thomas Run, Christophermouth, NJ 19986",Pending,1425.0
1000141,2024-04-11,7348,Scott Salazar,brianna13@stone.com,India,Clothing,Five,2,475.1,Bank Transfer,"2382 Sean Creek Suite 482, Longshire, OK 40552",Completed,950.2
1000142,2022-11-05,1936,Sandra Leon,fsmith@watson-diaz.biz,,Sports,Young,1,198.42,Credit Card,"562 Thomas Cove, Ramirezberg, MO 59108",Pending,198.42
1000143,2025-01-10,2278,Jason Jennings,melissa52@gmail.com,Canada,Clothing,Professional,1,269.96,Bank Transfer,"52331 Bethany Manors Suite 126, New William, AR 62360",Pending,269.96
1000144,2023-12-09,9112,Christopher Ross,lguerrero@pham.com,Canada,Clothing,Couple,2,474.59,Bank Transfer,"94526 Ortega Via, Stevenston, AL 38502",Cancelled,949.18
1000145,2024-05-01,3064,Patricia Rodriguez,emma47@anderson-mann.org,Canada,Clothing,,1,435.28,Credit Card,"PSC 1512, Box 6198, APO AA 09007",Cancelled,435.28
